,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank(2020),Closing Rank(2020),Opening Rank(2021),Closing Rank(2021),Opening Rank(2022),Closing Rank(2022),Opening Rank(2023),Closing Rank(2023),Opening Rank(2024),Closing Rank(2024),opening Rank(2025),closing Rank
3391,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13970,15953,16004,17116,15877,17066,15712,17480,15927,17059,16004,16937
3392,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,713,713,806,806,664,664,813,813,1046,1046,1052,1052
3393,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5039,5856,4688,6370,4071,5432,3872,5490,4170,5364,4183,5357
3394,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7933,8245,7578,7820,7119,7586,8069,8300,8596,8660,8549,8607
3395,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1776,2250,1862,2319,1827,1874,576,1843,2322,2359,1126,2335
3396,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3939,3939,3511,3511,3152,3152,3592,3592,2492,2492,3024,3024
3397,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,33374,49459,28930,40483,37484,43219,34650,50871,30248,49473,30994,49729
3398,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),42662,66572,59528,72405,60921,70376,69195,95126,58543,71557,55249,72770
3399,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,924,924,1230,1230,1275,1275,1724,1724,2860,2860,3782,3782
3400,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,12768,15618,12207,21521,14809,17692,20824,27513,27199,36904,28723,39909
3401,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,29440,73461,43270,89561,24242,80934,20237,88064,38885,134677,40759,145288
3402,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Female-only (including Supernumerary),95026,166763,73818,113212,54084,107201,106990,146327,136454,281806,133938,266923
3403,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,8660,16910,5992,14469,7729,10580,11042,16627,9082,14828,9721,15196
3404,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),10708,14989,14185,24048,12567,20928,14211,19554,11932,23581,11485,24935
3405,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,2394,4126,2736,4171,3338,3933,3047,3381,4528,5424,4473,5086
3406,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),4006,4006,10870,10870,8860,8860,4168,4168,20780,20780,10507,10507
3407,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,290567,343577,166453,265454,218257,218257,207460,207460,247305,247305,230399,240030
3408,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),287660,287660,215054,215054,191279,191279,251723,251723,325264,325264,312384,312384
3409,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22186,28596,22454,30041,18815,29654,22623,28335,15832,30765,16338,30932
3410,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),35767,37158,30102,35055,36330,38283,29987,38159,39747,42432,37275,42128
3411,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1044,1044,1078,1078,990,990,1182,1182,1150,1150,1164,1164
3412,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4698,4805,4529,4664,4303,4399,4514,4707,4904,4986,4941,4985
3413,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6191,6191,6487,6487,5802,5802,6144,6144,7026,7026,7111,7111
3414,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7666,9240,7985,8920,8305,8819,7538,8634,8608,10068,8581,9899
3415,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13148,15272,11642,14442,13161,13870,12660,13780,13694,14694,13109,14547
3416,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,725,725,521,521,381,381,481,481,763,763,917,917
3417,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4348,5350,4503,5617,3115,4206,3387,4319,4409,4958,4405,4966
3418,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6880,7152,6498,7044,5639,5660,5778,6854,5823,6961,5818,6949
3419,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2267,2515,1883,2269,1606,1670,1712,1897,1923,2173,1986,2172
3420,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3196,3196,3369,3369,3047,3047,3276,3276,2510,2510,2885,2885
3421,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,25343,39950,22896,33733,26151,35237,30392,40389,31617,39083,31518,39303
3422,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),45630,52089,46181,64131,35607,55810,39115,59832,38608,62202,38612,62613
3423,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,563,563,734,734,1014,1014,1285,1285,1809,1809,2289,2289
3424,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,10417,13248,8761,12133,11349,13844,16569,19611,14089,19715,14466,19712
3425,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,16613,47815,36742,55293,24667,48849,44971,67413,40281,73237,41248,73874
3426,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OBC-NCL,Female-only (including Supernumerary),96010,247595,80998,89261,41859,65973,54697,75599,86131,140587,83442,114353
3427,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,8257,11429,7693,9128,5781,7590,7243,10795,7108,9408,7127,9764
3428,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),12396,12396,8214,8214,18019,18019,10862,10862,8506,8506,9602,9602
3429,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,3101,4376,1596,1878,1702,3279,1686,2345,3240,4475,2428,2779
3430,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),6781,6781,8764,8764,7429,7429,9156,9156,9005,9005,8984,8984
3431,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,264824,346035,219534,243352,144195,144195,134229,134229,210829,210829,202383,197102
3432,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22172,24966,21277,26252,20650,24722,20894,24461,20042,24032,20164,23986
3433,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),28930,31940,33604,33964,27199,29884,31166,32116,37177,37635,37870,37964
3434,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,855,855,918,918,450,450,986,986,865,865,932,932
3435,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4029,4192,3933,4045,3701,3757,3690,3767,3953,4202,3978,4205
3436,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6065,6065,5864,5864,5401,5401,5274,5274,6061,6061,5980,5980
3437,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5967,8638,6922,8075,6672,7617,6294,7245,6951,8588,7153,8358
3438,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12671,14140,13127,13358,12177,13359,10326,12017,10691,12251,10718,12212
3439,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4062,5109,3567,4173,3092,3317,2629,3368,3529,4004,3311,3886
3440,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7211,7264,5414,5564,3642,4915,6484,6560,6540,6541,6526,6546
3441,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1798,2447,1848,2003,1039,1198,1235,1609,1745,2189,1703,2185
3442,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3044,3044,2029,2029,3194,3194,592,592,2277,2277,999,999
3443,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,27053,60993,35044,54871,42750,68546,53244,78634,50831,78421,49982,78438
3444,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),70379,84693,74312,96672,63113,88678,94463,125883,114629,120717,116337,120464
3445,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,1400,1400,1410,1410,1290,1290,2958,2958,1808,1808,2453,2453
3446,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,17416,19304,13748,27626,27781,30023,29534,37503,41203,69126,39613,96416
3447,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,22359,98570,44709,151446,39894,154422,46522,322188,49600,480896,50697,607717
3448,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,5987,15259,9204,19251,11555,16063,12830,21699,16405,19491,19037,19372
3449,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,3352,4065,3480,3790,2649,5063,2792,5074,5384,5806,5563,5676
3450,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),5707,5707,10710,10710,8684,8684,10191,10191,16929,16929,19592,19592
3451,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,289656,301267,259066,267750,200706,200706,197632,197632,271443,271443,265484,265414
3452,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Female-only (including Supernumerary),380840,380840,284977,284977,287490,287490,292478,292478,377420,377420,357418,357418
3453,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,27529,33564,30027,39683,33177,39420,22547,39505,27553,41252,27483,41683
3454,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),39996,45316,39745,43730,47877,50722,45875,50020,52327,53798,52159,53625
3455,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1721,1721,1663,1663,2053,2053,1466,1466,2032,2032,1551,1551
3456,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5510,5609,6116,6254,5965,6343,6249,6551,6639,7057,6801,7373
3457,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7515,7515,8557,8557,8330,8330,8352,8352,8965,8965,9191,9191
3458,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9350,10680,10048,11901,10794,12347,11470,13026,13196,13974,13705,14573
3459,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16552,16803,18353,19032,16596,17269,17790,18200,18055,18963,18086,19078
3460,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4799,6212,6075,7048,4834,5884,6260,6596,6072,6677,6074,6679
3461,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8706,8712,8921,9232,8942,9095,9078,9178,9296,9524,9441,9656
3462,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1878,2387,2405,2638,2421,2591,2291,2390,2297,2530,2299,2505
3463,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3931,3931,2803,2803,3657,3657,3755,3755,3520,3520,3679,3679
3464,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,53911,72583,56017,69292,64374,84039,87790,94379,89235,114909,89383,115202
3465,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),88154,117623,97514,116292,106382,112740,123545,140835,125496,142540,125759,142516
3466,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,20257,23083,30692,39714,26698,50611,19945,55294,30963,100279,33271,139393
3467,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,21844,27470,22935,28369,19732,25634,24240,26604,25060,28712,25073,28783
3468,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,4995,5688,5049,5964,6247,6839,5693,6858,6303,7213,6190,7306
3469,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),10580,10580,12237,12237,16229,16229,23183,23183,27010,27010,28836,28836
3470,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,340488,351033,332546,379120,302098,302098,286182,286182,349784,349784,348160,353648
3471,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33593,39515,42755,45645,35870,47534,42495,47766,44051,50645,44302,51263
3472,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),45785,48194,49617,51871,51985,56583,52596,55782,46715,60733,46168,61151
3473,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6568,6611,6994,7255,7012,7196,7686,7922,8192,8242,8425,8359
3474,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8049,8049,8610,8610,8527,8527,9194,9194,10224,10224,10582,10582
3475,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11513,11992,12710,13681,13325,14325,14740,15195,16241,16778,17008,17591
3476,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17176,17490,17615,19972,18233,20033,18918,19566,20161,20874,20315,21223
3477,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6925,7020,7647,7799,6403,7286,7039,7448,6841,8019,6838,8158
3478,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8879,9019,9549,9550,9433,9482,10078,10182,10263,10302,10319,10333
3479,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2685,2893,2676,3217,2832,3003,2910,2936,2686,2981,2716,2967
3480,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4092,4092,3831,3831,4115,4115,4002,4002,3418,3418,3618,3618
3481,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,282,571,149,427,296,797,100,358,2,318,37,337
3482,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),49,98,77,275,173,191,53,94,49,50,50,53
3483,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,278,371,421,1167,661,1696,190,212,1367,1767,366,626
3484,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Female-only (including Supernumerary),232,232,301,301,405,405,375,375,1113,1113,1026,1026
3485,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,250,408,152,285,230,303,145,240,115,179,133,177
3486,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),223,228,133,223,239,259,196,199,126,155,165,153
3487,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,49,295,46,55,66,182,49,83,186,299,124,104
3488,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),550,550,12,12,80,80,13,13,17,17,14,14
3489,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,425,641,334,1286,184,352,62,417,266,302,287,359
3490,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,130,332,62,316,42,234,118,256,29,348,84,360
3491,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),118,118,169,214,110,110,190,190,240,240,226,210
3492,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,35,95,29,71,28,72,43,72,51,73,53,72
3493,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,110,144,134,215,124,197,106,121,131,160,116,148
3494,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),99,99,176,176,120,120,102,102,116,116,107,107
3495,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,87,114,15,83,19,38,42,65,16,50,25,50
3496,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),59,59,65,65,17,17,29,29,84,84,81,81
3497,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,11,11,16,16,14,14,21,21,41,41,53,53
3498,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),27,27,38,38,32,32,26,26,39,39,30,30
3499,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13181,18168,15073,20271,10462,21206,12050,19125,7616,19178,7618,19186
3500,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),15767,24521,21399,23676,20412,28506,26164,29202,9835,22088,10755,22401
3501,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15499,17381,10982,22753,13158,14537,5674,16282,11147,15100,8673,15008
3502,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12021,12021,18428,18428,10603,10603,20006,20006,14569,14569,16207,16207
3503,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4992,6863,4477,6159,5263,5740,4905,5354,5252,5679,4989,5602
3504,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5942,7811,8900,9377,8094,8666,7757,8026,6805,6830,6421,6418
3505,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,404,404,309,309,244,244,499,499,451,451,463,463
3506,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1551,3419,3620,4845,1860,5024,3929,5611,3158,3808,3597,3213
3507,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4300,4300,3527,3527,4106,4106,3373,3373,3664,3664,3425,3425
3508,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6638,6974,2578,5900,8269,8355,4806,6094,2903,3686,4069,4157
3509,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6949,6949,5259,5259,5499,5499,3759,3759,917,917,1313,1313
3510,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3225,8791,3020,11137,8691,12165,8663,13360,7175,12706,7242,12374
3511,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),9475,14440,12689,14718,5409,19876,7307,16042,6726,14884,6763,14937
3512,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,163,163,607,607,618,618,662,662,689,689,693,693
3513,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1451,1808,1769,1859,1810,2063,1996,2093,2259,2493,2454,2622
3514,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2468,2468,3890,3890,3326,3326,3384,3384,2265,2265,1996,1996
3515,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1972,3986,3424,4887,3216,4655,3641,5514,3343,5085,3258,5031
3516,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3096,3096,3578,3578,6189,6189,7159,7159,6386,6386,6145,6145
3517,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),511,511,609,609,396,396,630,630,576,576,612,612
3518,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1268,2351,1470,2422,1204,2422,1479,2601,1710,2715,1654,2770
3519,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2895,2895,3496,3496,2756,2756,2195,2195,3485,3485,3464,3464
3520,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,566,657,803,880,477,511,863,908,815,1001,847,954
3521,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,14883,26516,15979,27144,17581,29506,15611,29390,19131,30998,19245,31053
3522,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),34037,40293,25852,30136,32002,34875,25454,37742,25975,30486,25807,32487
3523,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,19905,32847,18899,38919,18330,29582,16369,21570,15371,23941,15427,24317
3524,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),25142,25142,6892,6892,22363,22363,22101,22101,26143,26143,23620,23620
3525,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6734,8705,6388,8618,7758,8892,7832,8961,8538,10084,8441,10058
3526,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12416,12799,8267,10303,9562,10438,10362,11000,10705,10735,10545,10842
3527,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,552,552,741,741,280,280,424,424,449,449,436,436
3528,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1510,3332,3961,5978,1394,4456,3504,4831,1597,4154,3503,4082
3529,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3207,4831,4904,5696,4120,5448,4793,5026,1657,3234,1579,2537
3530,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1528,4474,5929,7407,2354,4698,3986,5237,4149,5423,4077,5431
